1
	1	50	0.700000	1.000000	0.900000
		0.0000027788	0.000000	55	0.001147
		0.0000030669	0.000000	48	0.000778
		0.0000097966	0.000000	48	0.000818
		0.0000046736	0.000000	45	0.000770
		0.0000064477	0.000000	42	0.000729
		0.0000016908	0.000000	72	0.000658
		0.0000080351	0.000000	64	0.001311
		0.0000099473	0.000000	48	0.000441
		0.0000081846	0.000000	57	0.000955
		0.0000029569	0.000000	37	0.000390
		0.0000088799	0.000000	43	0.000742
		0.0000004519	0.000000	48	0.000441
		0.0000058126	0.000000	48	0.000811
		0.0000087070	0.000000	42	0.000727
		0.0000040065	0.000000	56	0.000957
		0.0000036388	0.000000	62	0.000533
		0.0000014943	0.000000	43	0.000739
		0.0000023977	0.000000	39	0.000671
		0.0000067486	0.000000	50	0.000850
		0.0000050147	0.000000	59	0.000575
		0.0000076934	0.000000	45	0.000770
		0.0000054272	0.000000	58	0.001366
		0.0000007296	0.000000	55	0.000930
		0.0000089410	0.000000	44	0.000768
		0.0000005650	0.000000	51	0.000460
		0.0000036702	0.000000	61	0.001006
		0.0000040126	0.000000	56	0.000928
		0.0000074578	0.000000	58	0.000980
		0.0000025996	0.000000	61	0.001018
		0.0000022744	0.000000	58	0.000963
	1	100	0.700000	1.000000	0.900000
		0.0000030717	0.000000	62	0.002072
		0.0000010754	0.000000	44	0.001484
		0.0000015735	0.000000	31	0.000556
		0.0000092668	0.000000	47	0.001562
		0.0000094295	0.000000	35	0.001203
		0.0000005580	0.000000	51	0.001725
		0.0000023158	0.000000	56	0.000917
		0.0000064050	0.000000	46	0.001560
		0.0000018710	0.000000	55	0.001832
		0.0000081176	0.000000	40	0.001380
		0.0000008255	0.000000	59	0.001963
		0.0000024026	0.000000	84	0.002840
		0.0000051083	0.000000	59	0.001972
		0.0000074717	0.000000	41	0.001708
		0.0000044192	0.000000	47	0.001570
		0.0000090629	0.000000	55	0.001803
		0.0000036033	0.000000	48	0.001583
		0.0000031458	0.000000	44	0.001469
		0.0000094173	0.000000	51	0.000844
		0.0000047279	0.000000	51	0.001719
		0.0000081805	0.000000	45	0.001090
		0.0000096606	0.000000	45	0.001527
		0.0000006509	0.000000	61	0.002024
		0.0000083393	0.000000	78	0.002645
		0.0000065954	0.000000	63	0.001005
		0.0000048470	0.000000	48	0.001624
		0.0000033882	0.000000	40	0.001397
		0.0000034736	0.000000	51	0.001695
		0.0000056958	0.000000	68	0.002287
		0.0000028536	0.000000	38	0.001295
	1	150	0.700000	1.000000	0.900000
		0.0000044014	0.000000	51	0.002718
		0.0000012803	0.000000	65	0.003474
		0.0000042246	0.000000	54	0.001308
		0.0000001322	0.000000	53	0.002798
		0.0000039699	0.000000	76	0.004046
		0.0000003067	0.000000	53	0.002772
		0.0000091738	0.000000	48	0.001224
		0.0000085189	0.000000	41	0.001026
		0.0000088876	0.000000	52	0.002753
		0.0000073304	0.000000	60	0.003168
		0.0000083551	0.000000	52	0.002792
		0.0000025168	0.000000	57	0.003003
		0.0000048248	0.000000	54	0.002843
		0.0000006011	0.000000	55	0.002904
		0.0000037474	0.000000	52	0.002745
		0.0000093500	0.000000	54	0.002905
		0.0000078450	0.000000	50	0.002609
		0.0000036339	0.000000	61	0.003259
		0.0000088649	0.000000	55	0.002921
		0.0000055826	0.000000	54	0.001291
		0.0000057079	0.000000	42	0.002207
		0.0000045364	0.000000	39	0.002016
		0.0000032875	0.000000	45	0.002374
		0.0000067586	0.000000	57	0.003014
		0.0000080489	0.000000	46	0.002412
		0.0000086086	0.000000	61	0.002659
		0.0000051906	0.000000	53	0.002807
		0.0000035817	0.000000	74	0.001700
		0.0000020541	0.000000	45	0.002354
		0.0000040141	0.000000	40	0.002086
	1	200	0.700000	1.000000	0.900000
		0.0000091307	0.000000	40	0.002878
		0.0000043130	0.000000	88	0.006415
		0.0000083233	0.000000	62	0.004515
		0.0000093877	0.000000	55	0.004035
		0.0000036724	0.000000	58	0.004202
		0.0000022371	0.000000	49	0.002782
		0.0000053121	0.000000	44	0.003199
		0.0000028762	0.000000	54	0.001717
		0.0000054843	0.000000	44	0.003167
		0.0000052198	0.000000	38	0.001806
		0.0000066828	0.000000	47	0.003361
		0.0000017141	0.000000	51	0.003712
		0.0000063535	0.000000	36	0.002579
		0.0000002004	0.000000	52	0.003782
		0.0000035149	0.000000	45	0.003297
		0.0000036339	0.000000	50	0.001588
		0.0000087354	0.000000	52	0.003795
		0.0000021792	0.000000	75	0.004603
		0.0000027481	0.000000	62	0.004344
		0.0000065693	0.000000	46	0.003332
		0.0000096378	0.000000	50	0.003625
		0.0000067976	0.000000	46	0.003337
		0.0000027444	0.000000	57	0.004134
		0.0000082861	0.000000	55	0.004006
		0.0000039250	0.000000	61	0.004451
		0.0000086123	0.000000	60	0.001872
		0.0000027890	0.000000	49	0.003586
		0.0000031409	0.000000	38	0.002756
		0.0000031657	0.000000	101	0.007435
		0.0000079190	0.000000	43	0.003074
2
	2	50	0.700000	1.000000	0.900000
		0.0000063764	0.000000	82	0.001358
		0.0000045053	0.000000	101	0.001640
		0.0000021814	0.000000	106	0.001712
		0.0000049778	0.000000	69	0.001138
		0.0000090406	0.000000	98	0.001561
		0.0000065184	0.000000	127	0.002046
		0.0000084786	0.000000	81	0.001338
		0.0000053221	0.000000	95	0.001544
		0.0000017057	0.000000	120	0.001945
		0.0000044192	0.000000	68	0.001121
		0.0000055278	0.000000	55	0.000484
		0.0000022154	0.000000	117	0.000933
		0.0000064160	0.000000	119	0.001922
		0.0000056448	0.000000	106	0.001713
		0.0000016490	0.000000	103	0.000828
		0.0000064513	0.000000	65	0.001064
		0.0000054265	0.000000	90	0.001473
		0.0000057195	0.000000	147	0.002446
		0.0000042141	0.000000	99	0.001561
		0.0000097183	0.000000	85	0.001389
		0.0000094620	0.000000	71	0.001186
		0.0000030318	0.000000	100	0.001639
		0.0000084464	0.000000	97	0.001579
		0.0000054025	0.000000	68	0.001104
		0.0000023826	0.000000	71	0.000833
		0.0000043107	0.000000	91	0.001054
		0.0000088424	0.000000	120	0.001905
		0.0000078050	0.000000	182	0.003043
		0.0000073151	0.000000	106	0.001761
		0.0000018418	0.000000	142	0.002448
	2	100	0.700000	1.000000	0.900000
		0.0000054014	0.000000	63	0.002064
		0.0000049870	0.000000	57	0.001875
		0.0000062749	0.000000	62	0.001003
		0.0000039471	0.000000	67	0.001287
		0.0000022399	0.000000	65	0.001065
		0.0000034817	0.000000	73	0.001148
		0.0000016799	0.000000	89	0.002228
		0.0000004079	0.000000	84	0.002903
		0.0000054444	0.000000	71	0.001118
		0.0000097956	0.000000	65	0.001027
		0.0000091192	0.000000	103	0.003600
		0.0000033498	0.000000	65	0.002185
		0.0000012658	0.000000	90	0.003448
		0.0000032841	0.000000	74	0.001694
		0.0000029506	0.000000	78	0.002650
		0.0000072467	0.000000	73	0.001150
		0.0000067779	0.000000	87	0.003037
		0.0000054950	0.000000	81	0.001270
		0.0000062151	0.000000	79	0.002676
		0.0000039853	0.000000	87	0.003019
		0.0000083406	0.000000	57	0.001859
		0.0000017791	0.000000	75	0.001413
		0.0000024902	0.000000	100	0.003922
		0.0000076602	0.000000	85	0.002895
		0.0000099664	0.000000	76	0.002561
		0.0000016898	0.000000	80	0.002692
		0.0000037716	0.000000	94	0.003224
		0.0000056941	0.000000	71	0.002364
		0.0000043548	0.000000	80	0.003208
		0.0000070116	0.000000	64	0.002132
	2	150	0.700000	1.000000	0.900000
		0.0000053972	0.000000	63	0.003412
		0.0000046678	0.000000	62	0.001470
		0.0000027975	0.000000	77	0.004179
		0.0000069839	0.000000	74	0.001706
		0.0000075482	0.000000	67	0.003991
		0.0000015320	0.000000	77	0.001768
		0.0000006606	0.000000	77	0.004166
		0.0000086457	0.000000	93	0.005052
		0.0000069845	0.000000	75	0.003981
		0.0000046929	0.000000	56	0.002967
		0.0000043469	0.000000	82	0.004443
		0.0000040048	0.000000	67	0.002984
		0.0000079581	0.000000	61	0.003227
		0.0000092272	0.000000	98	0.004293
		0.0000099223	0.000000	55	0.002874
		0.0000079545	0.000000	80	0.001839
		0.0000090826	0.000000	58	0.003069
		0.0000064032	0.000000	82	0.003648
		0.0000005237	0.000000	102	0.005477
		0.0000083896	0.000000	165	0.005950
		0.0000030611	0.000000	76	0.004096
		0.0000038944	0.000000	78	0.001887
		0.0000071015	0.000000	193	0.010478
		0.0000078509	0.000000	85	0.004576
		0.0000098170	0.000000	56	0.002985
		0.0000082634	0.000000	240	0.010634
		0.0000062018	0.000000	145	0.006979
		0.0000079660	0.000000	61	0.003244
		0.0000043403	0.000000	95	0.005151
		0.0000085243	0.000000	98	0.005260
	2	200	0.700000	1.000000	0.900000
		0.0000029471	0.000000	64	0.004689
		0.0000062520	0.000000	84	0.006173
		0.0000098887	0.000000	53	0.003823
		0.0000026520	0.000000	85	0.003962
		0.0000019950	0.000000	68	0.002079
		0.0000040162	0.000000	66	0.004827
		0.0000084689	0.000000	85	0.006158
		0.0000039625	0.000000	51	0.003648
		0.0000051289	0.000000	78	0.005757
		0.0000057037	0.000000	91	0.006613
		0.0000087691	0.000000	61	0.004460
		0.0000054450	0.000000	92	0.006678
		0.0000009680	0.000000	84	0.004993
		0.0000033230	0.000000	64	0.004632
		0.0000062927	0.000000	58	0.004203
		0.0000046395	0.000000	106	0.007680
		0.0000049382	0.000000	51	0.001600
		0.0000030632	0.000000	84	0.006116
		0.0000028565	0.000000	101	0.007295
		0.0000065512	0.000000	64	0.005080
		0.0000092063	0.000000	66	0.002912
		0.0000048401	0.000000	65	0.004698
		0.0000023986	0.000000	53	0.001665
		0.0000099540	0.000000	43	0.003105
		0.0000056086	0.000000	74	0.005380
		0.0000031107	0.000000	72	0.005252
		0.0000022893	0.000000	80	0.004763
		0.0000088040	0.000000	66	0.004794
		0.0000090204	0.000000	60	0.004367
		0.0000044887	0.000000	83	0.006029
3
	3	50	0.700000	1.000000	0.900000
		-30.0000000000	0.000000	10000	0.136628
		-30.0000000000	0.000000	10000	0.123894
		0.0000000000	0.000000	1	0.000078
		-30.0000000000	0.000000	10000	0.135019
		-30.0000000000	0.000000	10000	0.134088
		-30.0000000000	0.000000	10000	0.132518
		-30.0000000000	0.000000	10000	0.125205
		-30.0000000000	0.000000	10000	0.124243
		-30.0000000000	0.000000	10000	0.133003
		-30.0000000000	0.000000	10000	0.133922
		-30.0000000000	0.000000	10000	0.131395
		-30.0000000000	0.000000	10000	0.127614
		-30.0000000000	0.000000	10000	0.140619
		-30.0000000000	0.000000	10000	0.131166
		-30.0000000000	0.000000	10000	0.133238
		-30.0000000000	0.000000	10000	0.123414
		-30.0000000000	0.000000	10000	0.127624
		-30.0000000000	0.000000	10000	0.135605
		-30.0000000000	0.000000	10000	0.136327
		-30.0000000000	0.000000	10000	0.140682
		-30.0000000000	0.000000	10000	0.133905
		-30.0000000000	0.000000	10000	0.146991
		-30.0000000000	0.000000	10000	0.133048
		-30.0000000000	0.000000	10000	0.136880
		-30.0000000000	0.000000	10000	0.137391
		-30.0000000000	0.000000	10000	0.121998
		-30.0000000000	0.000000	10000	0.131562
		-30.0000000000	0.000000	10000	0.124845
		-30.0000000000	0.000000	10000	0.128699
		-30.0000000000	0.000000	10000	0.129477
	3	100	0.700000	1.000000	0.900000
		-30.0000000000	0.000000	10000	0.255871
		-30.0000000000	0.000000	10000	0.263552
		-30.0000000000	0.000000	10000	0.234586
		-30.0000000000	0.000000	10000	0.247923
		-30.0000000000	0.000000	10000	0.314277
		-30.0000000000	0.000000	10000	0.238068
		-30.0000000000	0.000000	10000	0.239644
		-30.0000000000	0.000000	10000	0.242746
		-30.0000000000	0.000000	10000	0.239377
		-30.0000000000	0.000000	10000	0.242648
		-30.0000000000	0.000000	10000	0.242512
		-30.0000000000	0.000000	10000	0.241980
		-30.0000000000	0.000000	10000	0.260624
		-30.0000000000	0.000000	10000	0.262732
		-30.0000000000	0.000000	10000	0.253882
		-30.0000000000	0.000000	10000	0.245478
		-30.0000000000	0.000000	10000	0.245470
		-30.0000000000	0.000000	10000	0.244734
		-30.0000000000	0.000000	10000	0.245894
		-30.0000000000	0.000000	10000	0.245104
		-30.0000000000	0.000000	10000	0.263118
		-30.0000000000	0.000000	10000	0.229437
		-30.0000000000	0.000000	10000	0.235621
		-30.0000000000	0.000000	10000	0.232501
		-30.0000000000	0.000000	10000	0.258645
		-30.0000000000	0.000000	10000	0.251298
		-30.0000000000	0.000000	10000	0.249293
		-30.0000000000	0.000000	10000	0.233734
		-30.0000000000	0.000000	10000	0.233332
		-30.0000000000	0.000000	10000	0.238231
	3	150	0.700000	1.000000	0.900000
		-30.0000000000	0.000000	10000	0.378307
		-30.0000000000	0.000000	10000	0.369933
		-30.0000000000	0.000000	10000	0.376351
		-30.0000000000	0.000000	10000	0.359613
		0.0000000000	0.000000	1	0.000177
		-30.0000000000	0.000000	10000	0.359971
		-30.0000000000	0.000000	10000	0.345706
		-30.0000000000	0.000000	10000	0.371681
		-30.0000000000	0.000000	10000	0.358750
		-30.0000000000	0.000000	10000	0.347571
		-30.0000000000	0.000000	10000	0.375979
		-30.0000000000	0.000000	10000	0.346211
		-30.0000000000	0.000000	10000	0.344978
		-30.0000000000	0.000000	10000	0.379606
		-30.0000000000	0.000000	10000	0.375032
		-30.0000000000	0.000000	10000	0.367405
		0.0000000000	0.000000	1	0.000175
		-30.0000000000	0.000000	10000	0.349061
		-30.0000000000	0.000000	10000	0.362775
		-30.0000000000	0.000000	10000	0.365262
